"","chromosome","position","p.value.none","p.value.all","p.value.sva","coefficient.none","coefficient.all","coefficient.sva"
"cg14373988","chr1",2345333,0.0199704870270444,2.49753077838907e-06,0.551112483169611,-0.00902167766780171,-0.0120843169710799,-0.00172890487476641
"cg10959651","chr2",7018020,8.28877142788451e-05,0.0060659785821168,0.55291694244526,-0.016838153165403,-0.0117459961613553,-0.00213197833129211
"cg10643489","chr2",219434658,0.00142613336731639,0.000155334219700897,0.555397264482341,-0.020894400448887,-0.0218288661176152,-0.00318809099185715
"cg00198594","chr3",192734341,0.214660646201672,4.56300398201319e-05,0.555725870516815,0.00420153400189405,0.00847805136650734,0.00139052858447349
"cg03227037","chr20",62212228,0.00747379201099936,9.47009440382167e-05,0.555780537603117,0.0174667290036489,0.0238365945518182,0.00375929402419842
"cg01496720","chr10",3825398,0.00101262402012539,5.98281823139182e-05,0.556734776118726,-0.0225908867544256,-0.0258761820731263,-0.00357277678968956
"cg19314992","chr11",76614479,0.0104429282145932,0.000357598318906128,0.558801695282555,-0.0138430289166528,-0.017871565600343,-0.00269402551094882
"cg03318906","chr8",37755254,0.0004878079480542,1.89390276225029e-05,0.562791035759846,-0.0244541526110288,-0.024178134468084,-0.00349947100962243
"cg25318364","chr1",147719101,0.00912398960619087,0.000315555178244949,0.56452433038348,-0.0280496255256548,-0.0356314437239598,-0.00477740081897774
"cg16771652","chr16",50730385,0.000117421761207671,0.00957872277693316,0.567783014209789,-0.0221676728643984,-0.00764397777755974,0.00144505454975051
"cg24838825","chr10",111693923,0.024308292179851,0.000179718451696238,0.568537105375598,0.00990442004133941,0.010988415662928,-0.00145772719874167
"cg19827923","chr2",231790777,0.0231604850705532,0.00035166083282425,0.57192007386092,-0.0113142776238423,-0.0134751353030016,-0.00168076589209826
"cg23233742","chr5",139077894,0.00773972373158494,0.000375416907575788,0.572102108663521,-0.0152961702553558,-0.0187383100773488,-0.00278080203695138
"cg19372602","chr1",156116207,6.50679461414592e-05,7.15019274780861e-06,0.57311340612597,-0.0380150157500113,-0.0305788517859756,-0.00411838506433871
"cg23205886","chr5",138611766,0.0105949201569507,1.64270769478706e-05,0.576087464039238,-0.0184075864041275,-0.0211511376065368,-0.00250756662451996
"cg25323554","chr17",27135257,4.04000665467612e-07,3.14793891569512e-08,0.577764928940783,-0.0342903710549595,-0.0326706499582025,-0.00252584058727485
"cg25616043","chr1",3547534,0.000342551781540149,0.00384373629297993,0.587580257245,0.0117256274437476,0.00912093239938649,0.0019046716677177
"cg11824827","chr16",31075547,0.000186999182445954,0.00372959695778972,0.587954175423912,0.0284991591878726,0.0141620959386596,-0.00267534463072399
"cg04388657","chr9",127623377,0.00715965202822811,5.03390639806315e-07,0.590240401724428,-0.0235002403315348,-0.0347137851162718,-0.00361128161025879
"cg10355623","chr2",233280367,0.000367374513928984,0.0235622978558243,0.593342216314404,0.0147792994066487,0.00839382473449171,0.00144568164204829
"cg22041033","chr17",79884562,0.00017627720804435,0.00200871041651833,0.595041288264069,-0.0164511075025426,-0.00969546012835752,-0.00100995139074819
"cg12424598","chr1",151788227,0.000149008454986719,0.000330512040512724,0.59764389920243,0.0127538578079955,0.0113419788391157,0.00181887677114064
"cg02904344","chr6",134498979,0.000349622758353394,0.00494716008658423,0.600184431999119,-0.0261941299706174,-0.0190601008900991,-0.00334414374428823
"cg27200006","chr22",25003854,3.44358198334484e-05,0.000295031478937563,0.600394746178926,-0.0259285388082385,-0.0212550591809649,-0.00291973939961842
"cg14536425","chr5",77873366,0.000381515876861115,0.022190864827864,0.603818349582709,0.0115063945878269,0.00850877276512599,0.00122124203921338
"cg25966599","chr19",2422172,0.000178476369468624,0.0125136992624576,0.606599095290185,0.0159678660849566,0.0105535789740371,0.00161363469032672
"cg02734358","chr4",90227074,0.0151459028776566,0.000237981514804201,0.607251389698156,-0.0229486375590509,-0.0251870208199084,-0.00305224605132754
"cg01765174","chr9",100880960,0.000646234536742059,1.37232168235173e-05,0.607358873148498,-0.0192179642461899,-0.0199808017166643,-0.00222170801867236
"cg07123182","chr11",2722391,2.14435805299095e-05,4.73855323521172e-06,0.607927033314294,-0.00815014498304949,-0.00797679281201803,-0.000817500294090673
"cg25570486","chr20",61621446,0.000168771067307395,0.00168959998503193,0.611530392227926,0.0175073161811784,0.0141828988413645,0.0015435499690551
"cg08754067","chr5",40833236,0.0319222482685435,3.45389828482736e-05,0.613593290300867,-0.0120114246704633,-0.018889229421876,-0.00194235423303395
"cg03507593","chr12",124939480,0.000382111700398676,0.033448346948599,0.617233279260669,0.0250785815800722,0.0103827337322471,0.00194510940089177
"cg03433699","chr17",6916926,8.35614921749752e-06,8.59869676465285e-06,0.619707104890662,-0.0130295710223834,-0.0108100010808242,-0.00100154482635749
"cg01377358","chr20",30948211,0.418877082656941,0.000282698326577237,0.620773572041996,-0.00619945046505206,-0.0133165785546691,-0.00142716326050044
"cg02863179","chr10",63779053,0.000128998644263817,0.00887456705139134,0.627829346234918,-0.0305898132677962,-0.0204008362039832,-0.00353242277785878
"cg11739399","chr1",206669785,0.000199550988188272,0.00177489070062673,0.632579060755964,-0.0238217183634941,-0.0157716000462294,-0.00264617444727918
"cg00239353","chr16",3115133,0.168721786363064,0.000214128533916971,0.634430701292229,-0.0162680648099572,-0.0260015521704252,-0.0027982855317828
"cg11418177","chr4",142636072,0.0277266169023523,0.000344214918420434,0.635157729321809,-0.0164110444286153,-0.017861707589987,-0.00195204605059548
"cg05290756","chr19",8555649,0.000348690824686655,0.00951492517078683,0.640069271908208,0.0136158293253721,0.00955537337130315,0.00115921526093769
"cg03671075","chr4",78573680,0.00136442684266177,7.05354848998416e-05,0.640660866550718,-0.0392330047129751,-0.043057099782436,-0.00438977803813877
"cg18450254","chr3",64200005,0.265334783629762,0.000211048597122254,0.641165630254254,0.0111211421516524,0.0212624880613949,0.00294869276260828
"cg03208125","chr12",81349606,0.000379534771665576,0.00306000655410431,0.641390292902237,0.012626493965609,0.00912968063082257,-0.000938062791450743
"cg04075184","chr2",122290763,0.000173807047674436,0.0223113584589211,0.643345702652703,-0.0218614186004946,-0.0108740278685039,-0.00223428666171739
"cg04284321","chr1",68141209,0.000960126676031313,0.000271821846977961,0.64654441476642,-0.0233057647989489,-0.0213635569538265,-0.00270739088825926
"cg06261052","chr10",13545875,0.000118194553080383,0.000844763794840433,0.651856667030816,0.0193848664744799,0.0151406930292435,0.00187200135511884
"cg09084200","chr11",134095863,0.00015979529288869,0.00410152202529513,0.654102269472052,-0.0177170375282633,-0.00986138331065445,0.00147664920617339
"cg10226744","chr22",46068542,1.49660420601176e-05,0.00048794167978161,0.655673635976694,-0.00964874606115557,-0.00769338371750644,-0.00083868389979397
"cg18158306","chr12",133135032,0.00283208875215387,0.000261015153512494,0.655968597631415,0.0159904258015407,0.0208987502746826,0.00227361551595944
"cg08035323","chr2",9843525,0.000500414791517555,3.01739822163211e-05,0.657103643102209,0.0304205645039924,0.0301111236300952,0.00308255928804566
"cg26620655","chr7",1113029,0.00702253972050385,0.000122389379875937,0.660795324292188,0.0372586455027257,0.036861030589546,-0.00363884181027099
"cg06890522","chr17",6917393,0.184701272896624,0.00015001160012187,0.662299108763774,-0.0101686309044788,-0.0147861292106706,0.00151892153508368
"cg10959726","chr17",6917614,0.00121325116904871,6.05717682804837e-05,0.663203719131612,-0.00287135067530381,-0.00323707335787898,-0.000373114887151059
"cg04433306","chr7",129592730,0.000131564942887376,0.000662846788763387,0.664577337756801,0.0115537856846166,0.0107702617389993,0.000911969513218582
"cg01057882","chr14",54405361,0.000212634998106864,0.00211765348958803,0.668442499788247,0.0245509195559776,0.0176671811994764,0.00170795014736445
"cg13942103","chr1",111177829,0.0248534962442882,4.03063540524358e-05,0.669080423939136,-0.0139427193881929,-0.016699171974128,0.00155318934485958
"cg18241337","chr3",156271892,0.00289738925064968,0.000193766626388011,0.671598933950684,-0.0232392626282041,-0.0248641354565604,0.0026978815039109
"cg16649298","chr7",158664174,0.00488005044649293,0.000235178640280057,0.682062965277785,0.0227565438382211,0.0283324601362387,0.00314279540114106
"cg14099685","chr11",47546068,0.00020057315199117,4.72516228007646e-05,0.682513833290101,-0.0160745906386673,-0.0132937789566301,-0.00108341453708997
"cg01218206","chr11",116933977,0.00829219119180421,4.96799446287177e-05,0.6847101607429,-0.0270061159261466,-0.0291303712916538,-0.002742610454818
"cg21540399","chr3",61859135,0.000118580964403012,0.00115744780822446,0.68714475819146,0.00924349191760075,0.00900164612184767,0.000846977820836287
"cg00007076","chr8",67342600,0.000973820170806339,1.2946915227672e-07,0.690181740226914,-0.0273793998761308,-0.03252291376734,-0.00197807265503445
"cg25636481","chr6",33241410,0.102811226589505,4.86853377824889e-05,0.694911726860679,-0.0144800602550786,-0.0223824776252571,0.00195799019538925
"cg08841257","chr8",10191002,0.000921604180681149,3.85636729141497e-05,0.696450247170593,0.00956020188375521,0.0110703334680283,0.00109325865378464
"cg02407266","chr10",79637979,0.00351509257044527,0.000169630271104736,0.698165933762493,0.00729226601510444,0.00771512567159621,-0.000831215347222659
"cg00110832","chr6",32121130,0.00112787427362575,0.000313240778070328,0.69862996169523,-0.0125197740699018,-0.013476527931385,-0.00149155707327364
"cg16545079","chr17",8055888,0.000136927287009721,0.00361724914226964,0.69885398280766,-0.0097181782121449,-0.00649341957890222,-0.000651662632273218
"cg17374034","chr15",39000613,0.000334469995490666,0.00525781875553935,0.702606160894113,0.00512455120188267,0.00415408803119865,0.000562693117793827
"cg20219329","chr8",1994478,0.000252970488574864,0.0002452116126365,0.703048075167695,-0.0497753779788849,-0.0493745515061738,-0.00548706777635657
"cg10843276","chr4",726697,0.000282952461246715,0.000229794818378245,0.704235601337501,0.0342038344928201,0.0322033260348081,0.00355635833999351
"cg21222743","chr6",31543545,0.00563909759491029,0.000245200056014795,0.706856830671399,-0.00994341603531595,-0.00975471412117982,-0.000839491786645196
"cg17327067","chr8",145025760,0.0012419032961874,0.000242322779328756,0.70958978697689,-0.0174798616432535,-0.0100372553203261,-0.000904236467217644
"cg04772644","chr6",33165428,0.00142954097840449,0.000319339421517471,0.71263505270873,-0.0120705208103606,-0.0108037502965394,-0.000880349264050524
"cg15963036","chr3",194826983,0.00653535098706511,0.000218279668312277,0.714400023367616,0.0280988792783442,0.0305150914686048,0.003262112576019
"cg15022400","chr15",45028161,3.58781335708227e-05,1.57680203176161e-06,0.718770178227665,-0.025682269028514,-0.0179835754153889,0.00107778788520201
"cg25247520","chr8",128808017,0.0558540257164755,0.000178107481731309,0.720630915006047,-0.0189451341941836,-0.0206635818258854,0.00154035601320068
"cg13608733","chr11",8228022,0.643264049836394,0.000153866619546804,0.723751035526866,0.00367398544077805,0.0162631465896637,0.00135126631518752
"cg01744331","chr11",2722358,0.000117561662781037,0.00301203233137879,0.724783214672776,-0.0156941596183256,-0.0115833789465095,0.00130458132737402
"cg18555411","chr12",122618241,9.77206637157869e-05,0.00451066332469889,0.725548384755333,0.0148816520331521,0.00825807688008295,0.000810710663932453
"cg12583553","chr6",33242487,0.0480552857054032,7.03066714159607e-05,0.727037676048345,-0.0174168928232053,-0.0265037656844992,-0.00199691381059304
"cg20700731","chr1",41951480,0.0171205101360466,1.51342491772956e-05,0.727351116805765,-0.0123465332867218,-0.0182306078837848,-0.00116783773501503
"cg19776453","chr19",43033801,0.009278093541245,0.000267940506764782,0.727566506954989,0.0129856041482712,0.0150979533197907,-0.0010316421150248
"cg02405476","chr20",44441818,0.00194695075000847,5.33004285022354e-05,0.735889043746154,-0.0132544858839556,-0.0135520373190973,-0.000842234667053828
"cg20629254","chr8",81491905,0.000105408377109863,0.00482434222741346,0.738087132811813,0.00766350778241126,0.00637102801932894,0.000669955080050841
"cg10717214","chr6",31543557,0.000281217409996166,2.822292783821e-06,0.740321388239138,-0.0151222251495929,-0.0139401892503454,-0.000922717775656835
"cg22173632","chr4",85878805,0.0436417059740589,0.000127553713489322,0.755905556773729,-0.0189304529559486,-0.0287897180336893,-0.00212845017402907
"cg13279811","chr3",24725365,5.03523140067091e-05,0.00295194266144241,0.755970035676101,-0.0230278753169388,-0.0148831399147381,-0.00125364389178802
"cg26905258","chr13",77898407,0.00034861173183235,2.47763542812758e-05,0.763929550768078,-0.0160921567761519,-0.0141635831229306,-0.000844533538607497
"cg27494897","chr2",151061125,0.000176359280129461,0.0030280072600522,0.765940489290406,-0.0228162057741272,-0.0171372111380381,0.00160396616703958
"cg21949830","chr17",1510041,0.00779174004895307,5.65554130856171e-06,0.767194008118356,-0.0121417135853209,-0.0189075781790657,-0.000978880703033037
"cg01581360","chr12",122986464,0.000337115347577925,0.00832326391737511,0.768542565748386,-0.0232159119039739,-0.0164400869309452,-0.00209276474799795
"cg16642695","chr8",67343633,0.354168952129325,0.000164086078301698,0.769478735970976,-0.00891255639757929,-0.0179217548900541,-0.00138157219572655
"cg10919522","chr14",74227441,7.8338197541621e-05,5.868499343673e-06,0.782625009062913,-0.0242033836163542,-0.02737947445951,0.0015212021597511
"cg23928726","chr1",2344998,0.000300212628343199,0.00067464951401681,0.782752526594136,-0.0237238471445149,-0.0174319730393702,-0.00157579424517158
"cg02068690","chr2",25600451,6.63681352116382e-05,0.000674780569003391,0.784819469869402,0.0145048424520222,0.010714525541658,0.00083927619182336
"cg13247990","chr16",46782176,0.000171115853941745,0.02115512999792,0.785526162668886,0.0144035472807997,0.00900245074332075,-0.0011219195254931
"cg08006956","chr19",18418056,0.0201400776643126,1.34278340546801e-05,0.789122689811021,-0.017880682006352,-0.0189825547681221,-0.00121827519280329
"cg17084044","chr1",1150416,0.00129610627897098,4.35423929242102e-05,0.792741814599091,-0.0116286641073378,-0.0161481892178235,-0.00100627266964049
"cg01257799","chr11",118753476,0.000222316582670345,0.000145010092749115,0.804780349020239,-0.0186587230592734,-0.00978994895090811,0.000626263902838079
"cg23090529","chr1",51442133,0.000542991775533077,0.000116461520380433,0.805454604762277,-0.043960955022773,-0.0477660572182928,-0.00218097989040497
"cg07512814","chr19",11203661,0.0754259555454135,0.000329758977886585,0.807622913054416,-0.0206747586638529,-0.0356100028217665,-0.00202544787192675
"cg07764473","chrX",40037510,0.318258687430993,0.000346889949758154,0.80878305396304,0.012353418686575,0.0245642364233207,-0.00160458706417302
"cg01956420","chr13",110959668,0.127859991441078,0.000256892650761303,0.815075599030239,0.00959466434496501,0.0169746121595784,0.000913496482517383
"cg01649611","chr2",43521066,0.0573196152336643,0.000235624780565854,0.816855484853355,-0.0125004358368933,-0.0147169770893293,0.000789226097173273
"cg15051063","chr3",142893947,0.000151434741428917,0.0107254916854516,0.817555733124863,0.0145442616764706,0.00775261942948373,-0.00054390002085516
"cg00851028","chr1",234905772,0.00137025938842457,3.1613468141132e-07,0.826307929820325,0.0175691568231472,0.0244830688725479,0.000828532733616808
"cg22052143","chr5",78067856,0.00120442147852408,0.000119542461015992,0.830305493539853,0.0164375880621016,0.0196298178238037,-0.000826221250104413
"cg26122963","chr7",100198944,0.0421717976718052,4.36941357005699e-05,0.831058706104419,-0.0157661468921653,-0.0229759661274819,-0.000957733342587634
